"x","y","z"
"0.0","0.0","0.0"
"0.0","0.0","0.0"
"0.0","0.0","0.0"
"0.0","0.0","0.0"
"0.0","0.0","0.0"
"0.0","0.0","0.0"
"0.0","0.0","0.0"
"0.0","0.0","0.0"
"0.0","0.0","0.0"
"0.0","0.0","0.0"
"0.0","0.0","0.0"
"0.0","0.0","0.0"
"0.0","0.0","0.0"
"0.0","0.0","0.0"
"0.0","0.0","0.0"
"0.0","0.0","0.0"
"0.0","0.0","0.0"
"0.0","0.0","0.0"
"0.0","0.0","0.0"
"0.0","0.0","0.0"
"0.0","0.0","0.0"
"0.0","0.0","0.0"
"0.0","0.0","0.0"
"0.0","0.0","0.0"
"0.0","0.0","0.0"
"0.0","0.0","0.0"
"0.0","0.0","0.0"
"0.0","0.0","0.0"
"0.0","0.0","0.0"
"0.0","0.0","0.0"
"-0.004299999999999998","0.0015000000000000005","5.0E-4"
"1.0000000000000003E-4","-0.0019000000000000004","-3.0E-4"
"-0.0035999999999999977","-5.0E-4","6.000000000000001E-4"
"0.005300000000000001","0.0011","-0.0026999999999999993"
"-9.000000000000002E-4","-0.0031999999999999984","0.0022"
"-0.003399999999999998","0.0023","5.0E-4"
"-0.0021000000000000003","5.0E-4","0.0013000000000000002"
"8.000000000000001E-4","2.439454888092385E-19","-2.0000000000000004E-4"
"-1.0000000000000025E-4","-0.0021000000000000007","-0.0011000000000000005"
"0.002899999999999999","-6.999999999999999E-4","-0.0017000000000000003"
"-0.0051","6.999999999999999E-4","0.0013000000000000002"
"-0.003399999999999998","-0.0016000000000000003","-0.0016000000000000005"
"0.0039999999999999975","-0.0018000000000000004","0.0010000000000000002"
"6.999999999999999E-4","-0.0010000000000000002","0.0017000000000000003"
"0.0018000000000000004","2.0000000000000004E-4","0.0025999999999999994"
"-0.0020000000000000005","0.005400000000000001","-0.0014000000000000004"
"0.0024999999999999996","0.0020000000000000005","-6.000000000000003E-4"
"4.0E-4","-0.0016000000000000005","-0.0012000000000000003"
"0.0014000000000000004","-0.0010000000000000002","6.000000000000001E-4"
"-6.000000000000001E-4","-3.9999999999999996E-4","0.005400000000000001"
"0.0015000000000000005","0.0016000000000000003","-0.0017000000000000003"
"0.0037999999999999974","0.0018000000000000004","-0.0012000000000000003"
"-0.0017000000000000003","4.999999999999998E-4","-7.000000000000001E-4"
"0.0021000000000000003","-5.0E-4","0.0034999999999999983"
"7.999999999999999E-4","-0.0010000000000000002","-2.0000000000000004E-4"
"6.999999999999999E-4","0.004699999999999999","-0.0017000000000000006"
"5.0E-4","0.0013000000000000002","0.0030999999999999986"
"-5.0E-4","-0.004099999999999998","-0.0015000000000000005"
"0.0011","-0.0013000000000000004","-7.000000000000001E-4"
"0.0024","-0.0016000000000000003","0.0033999999999999985"
"-0.004299999999999998","0.0019000000000000004","5.0E-4"
"-7.000000000000001E-4","-0.0015000000000000002","3.0000000000000003E-4"
"-7.999999999999999E-4","-0.0019000000000000004","0.0018000000000000004"
"0.0038999999999999977","0.0015000000000000002","-0.004499999999999999"
"-5.0E-4","-0.0025999999999999994","0.0039999999999999975"
"-0.004199999999999998","0.0011","5.0E-4"
"5.000000000000002E-4","0.0015000000000000002","0.004699999999999999"
"0.0021000000000000003","5.000000000000002E-4","0.0019000000000000004"
"5.999999999999998E-4","-0.003199999999999999","-0.0026"
"0.0026999999999999993","-0.0017000000000000003","-0.0023"
"-0.004499999999999999","9.0E-4","0.0019000000000000004"
"-0.0022","-0.001","-2.0000000000000004E-4"
"0.0032999999999999987","-0.0019000000000000004","-1.0000000000000003E-4"
"0.0030999999999999986","-0.0012000000000000001","0.0013000000000000002"
"0.0024999999999999996","0.0023","0.0021000000000000003"
"-0.0019000000000000004","0.007100000000000006","3.0000000000000003E-4"
"4.999999999999998E-4","0.001","-2.000000000000002E-4"
"-3.0000000000000003E-4","-5.0E-4","-0.0023"
"0.0021000000000000003","-0.0013000000000000004","0.0023"
"-8.000000000000001E-4","-0.0024","0.007400000000000006"
"9.000000000000002E-4","0.0018000000000000004","-0.0013000000000000002"
"0.004299999999999998","9.999999999999982E-5","-0.0026999999999999993"
"-0.0018000000000000004","7.999999999999999E-4","-0.0016000000000000003"
"-5.000000000000002E-4","-0.0015000000000000005","0.004099999999999998"
"0.0016000000000000003","-0.0014000000000000004","-0.0016000000000000005"
"0.0034999999999999983","0.0063000000000000035","1.0000000000000003E-4"
"-3.9999999999999996E-4","0.0014000000000000002","0.003199999999999999"
"-0.0012000000000000003","-0.0043999999999999985","-6.000000000000001E-4"
"-2.000000000000002E-4","-0.0016000000000000003","4.0E-4"
"0.0013000000000000002","-0.0017000000000000003","0.0028999999999999994"
"-0.003099999999999999","0.0032999999999999987","-0.0011000000000000003"
"-0.0021000000000000003","-6.999999999999999E-4","-0.002899999999999999"
"0.0011000000000000005","0.0014000000000000006","-1.000000000000002E-4"
"0.0048","-0.002000000000000001","-0.0048"
"0.0015000000000000007","-0.005600000000000002","2.0000000000000025E-4"
"-0.007900000000000008","-8.000000000000004E-4","0.0012000000000000003"
"-5.999999999999998E-4","0.0012000000000000001","0.006800000000000005"
"-3.0000000000000024E-4","0.003099999999999999","0.0015000000000000007"
"0.0015000000000000002","-1.0000000000000025E-4","-0.004499999999999999"
"0.0015000000000000002","-0.0024","-0.0019000000000000004"
"-0.005600000000000002","1.9999999999999982E-4","-4.0000000000000024E-4"
"-0.0031999999999999984","-0.001","0.0025999999999999994"
"0.0026","-3.999999999999998E-4","0.0022"
"7.999999999999999E-4","-0.0019000000000000004","0.0012000000000000001"
"0.003599999999999998","5.999999999999998E-4","-8.000000000000004E-4"
"-0.0033999999999999985","0.0078000000000000074","-7.999999999999999E-4"
"-0.0019000000000000009","0.003199999999999999","3.999999999999998E-4"
"-5.999999999999998E-4","-2.0000000000000004E-4","-0.0012000000000000001"
"0.0028999999999999994","0.0011000000000000005","0.002899999999999999"
"0.0021000000000000003","-0.004099999999999998","0.006100000000000003"
"0.0018000000000000004","9.999999999999982E-5","-0.0018000000000000004"
"0.006500000000000004","0.0032999999999999982","-0.0015000000000000002"
"6.000000000000003E-4","-0.0014000000000000006","0.0016000000000000007"
"-0.004099999999999998","-0.004299999999999998","0.007900000000000008"
"-0.0026","-0.0033999999999999985","4.0000000000000024E-4"
"0.0019000000000000009","0.008500000000000004","0.002899999999999999"
"-0.0011000000000000003","0.003099999999999999","0.0032999999999999987"
"-0.0012000000000000003","-5.000000000000002E-4","3.0000000000000024E-4"
"0.0020000000000000005","-0.0031999999999999984","-2.710505431213761E-20"
"6.999999999999999E-4","-0.0032999999999999982","0.0028999999999999994"
"-0.0034999999999999983","0.0051","-3.0E-4"
"-9.0E-4","-0.0051","-0.0021000000000000007"
"0.0022000000000000006","-6.999999999999999E-4","0.0012000000000000001"
"0.003599999999999998","-0.0024000000000000002","-0.0043999999999999985"
"0.0034999999999999983","-0.007000000000000005","0.0018000000000000008"
"-0.006600000000000004","-7.000000000000003E-4","0.0032999999999999982"
"-7.999999999999999E-4","0.0025999999999999994","0.006400000000000004"
"0.0014000000000000002","0.0024000000000000002","0.0022000000000000006"
"0.0019000000000000004","-3.0000000000000024E-4","-0.005500000000000001"
"0.0032999999999999982","-0.003399999999999998","-0.0017000000000000003"
"-0.005300000000000001","-0.0013000000000000006","2.999999999999998E-4"
"-0.0051","-0.004499999999999999","0.0017000000000000003"
"6.000000000000003E-4","-5.999999999999998E-4","0.0025999999999999994"
"0.0020000000000000005","-0.0023","0.0022"
"0.005300000000000001","-0.0025","-3.0000000000000024E-4"
"-0.0067000000000000046","0.008300000000000005","-9.0E-4"
"9.0E-4","0.0022000000000000006","0.0029999999999999988"
"2.439454888092385E-19","-8.000000000000001E-4","-0.0024"
"0.0024000000000000002","2.0000000000000025E-4","0.0020000000000000005"
"5.999999999999998E-4","-0.003799999999999998","0.007200000000000006"
