"Temp","Energy","Mean_pdb"
"100.0","9772.833790950966","NaN"
"99.0","7130.909307525156","0.49465264430611083"
"98.0","5265.727026941956","0.8236187740017713"
"97.0","4595.18363630932","0.8361355408166288"
"96.0","4222.578890097248","0.8513255013450536"
"95.0","4191.315150274992","0.8344295634651904"
"94.0","3843.277389508586","0.8808429776128159"
"93.0","3518.6607952994805","0.8885937294843699"
"92.0","3158.880514353655","0.9548606273198281"
"91.0","2698.040816164164","0.9557575427407617"
"90.0","2397.2173585694886","0.9735889478499643"
"89.0","2449.913051372633","0.9301125071840659"
"88.0","2611.976555472539","0.6542873310276669"
"87.0","2276.921686860238","0.7381147556620066"
"86.0","2076.8228327601682","0.9811090993031168"
"85.0","2108.4737129148375","0.739136286429205"
"84.0","1985.3203926381514","0.6604017041530915"
"83.0","1948.8240025921543","0.8973395615814065"
"82.0","1930.8458096059308","0.9636342142440313"
"81.0","1818.2986673427843","0.9819697539820076"
"80.0","1850.8513892961796","0.985658843349061"
"79.0","1826.826683668654","0.9835914000095559"
"78.0","1853.3070367534774","0.9839983011612751"
"77.0","1825.7248249743984","0.983523637307361"
"76.0","1718.8838506836278","0.9834522187695363"
"75.0","1734.047889627118","0.9822516515067907"
"74.0","1690.3620240776847","0.9843852294486587"
"73.0","1617.4289256269121","0.9835505374017501"
"72.0","1662.4492814824025","0.986035836308547"
"71.0","1604.0072832688622","0.9850491304732638"
"70.0","1566.8991635536497","0.9880185873851478"
"69.0","1567.1150898977542","0.9847837117200575"
"68.0","1572.6738384969997","0.9845310932169067"
"67.0","1512.7772860019088","0.9883441328486137"
"66.0","1489.145719791307","0.9890772321909014"
"65.0","1437.0928307564766","0.989358619400681"
"64.0","1467.941867547161","0.987657301406124"
"63.0","1506.170063854594","0.7226400798517478"
"62.0","1473.2220566488768","0.7313788317464283"
"61.0","1422.4654235431944","0.9810820135058447"
"60.0","1504.7357841668256","0.8367689171006399"
"59.0","1391.863207177329","0.6183312281875488"
"58.0","1366.904732548433","0.9795357943155116"
"57.0","1370.2384163734969","0.7857752885241529"
"56.0","1330.1406406838048","0.690399105089474"
"55.0","1394.79309454605","0.5453562805381462"
"54.0","1511.1934008638573","0.5439167952760044"
"53.0","1440.2768732131333","0.38607279858349247"
"52.0","1388.4241994350498","0.587976338010824"
"51.0","1388.8066675474784","0.2754873464711335"
"50.0","1309.6886569240949","0.6598936748253114"
"49.0","1224.465892753693","0.5157507866209584"
"48.0","1352.3027643108462","0.5126230545284225"
"47.0","1290.5303711365614","0.790125332187684"
"46.0","1356.9695578181036","0.9401308486153515"
"45.0","1217.1593357476852","0.952951696574356"
"44.0","1253.7928405691773","0.9837729638355601"
"43.0","1285.009209713832","0.9494222676271784"
"42.0","1349.3329463633534","0.4845785035705118"
"41.0","1262.2073597233607","0.8675785115164878"
"40.0","1249.9556826309731","0.5228165868717182"
"39.0","1319.2728062824694","0.5221966936461425"
"38.0","1349.7842529734276","0.33171766759824695"
"37.0","1226.1045705278907","0.1958649730161697"
"36.0","1176.0184585089123","0.5133169556615279"
"35.0","1104.5020234935882","0.6403320021411976"
"34.0","1109.9021183515667","0.4824071599393358"
"33.0","1023.3506815761025","0.9838527205227879"
"32.0","1154.682427104403","0.9123535394908591"
"31.0","1069.6993345749174","0.7830586142954135"
"30.0","1178.806110430624","0.6404168931791442"
"29.0","1102.5486898246156","0.4422888695887087"
"28.0","1095.252024662508","0.9817419439425884"
"27.0","1077.480135562738","0.980462240878874"
"26.0","1028.31471427192","0.8744095322781776"
"25.0","1038.7963811868544","0.7550302698831418"
"24.0","1008.7905954730512","0.6116310373304176"
"23.0","1127.501951710799","0.3975599586708586"
"22.0","1075.847137981043","0.7545869822374"
"21.0","1097.2823861008642","0.24234412490070747"
"20.0","1132.767860030822","0.10030300140613649"
"19.0","1073.0150153844481","0.40363731937516784"
"18.0","1021.6764856035102","0.35635261960114095"
"17.0","1050.8252556215396","0.35376127230025184"
"16.0","1006.3806369104203","0.24974845999645603"
"15.0","1059.877431229289","0.21973777650858897"
"14.0","1045.1033000715224","0.16424351550801927"
"13.0","1065.0407834553046","0.18423052813696786"
"12.0","1003.4275873296706","0.5774780274558338"
"11.0","1020.5103653563918","0.08026709939423048"
"10.0","991.3477464497762","0.6434571834029132"
"9.0","1036.2312948879792","0.5915157265426281"
"8.0","1063.591028267332","0.07926679470904412"
"7.0","1045.3898262570694","0.12694092027875345"
"6.0","1010.5640743874435","0.6123137162594035"
"5.0","1007.7130448981943","0.11596040351666954"
"4.0","1007.7130448981943","1.8803949774696705E-13"
"3.0","969.3403272057768","0.37133541330972203"
"2.0","971.3020230382199","0.6027233140402937"
"1.0","971.9807357271696","0.005963721404067341"
